ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-10-06,1483.2737873503615,-829.2739391647917,4518.278837454749,1483.2737873503615,1483.2737873503615,406.3125800833527,406.3125800833527,406.3125800833527,357.02747331613466,357.02747331613466,357.02747331613466,49.285106767217975,49.285106767217975,49.285106767217975,0.0,0.0,0.0,1889.5863674337143
2015-10-07,1483.4551383406736,-1372.3235302307148,4032.5435527429845,1483.4551383406736,1483.4551383406736,-102.21785431022064,-102.21785431022064,-102.21785431022064,-82.60149712583788,-82.60149712583788,-82.60149712583788,-19.616357184382764,-19.616357184382764,-19.616357184382764,0.0,0.0,0.0,1381.2372840304529
2015-10-08,1483.6364893309856,-2123.174620314972,3524.364782447636,1483.6364893309856,1483.6364893309856,-696.0094252721628,-696.0094252721628,-696.0094252721628,-612.3450728980552,-612.3450728980552,-612.3450728980552,-83.66435237410768,-83.66435237410768,-83.66435237410768,0.0,0.0,0.0,787.6270640588227
2015-10-09,1483.8178403212976,-1456.7270894707312,4029.5472746221863,1483.8178403212976,1483.8178403212976,-240.48489712526597,-240.48489712526597,-240.48489712526597,-98.44345581243735,-98.44345581243735,-98.44345581243735,-142.0414413128286,-142.0414413128286,-142.0414413128286,0.0,0.0,0.0,1243.3329431960317
2015-10-10,1483.9991913116096,-981.4703051043655,4373.8224384709965,1483.9991913116096,1483.9991913116096,136.25839890063412,136.25839890063412,136.25839890063412,330.2348493707487,330.2348493707487,330.2348493707487,-193.97645047011454,-193.97645047011454,-193.97645047011454,0.0,0.0,0.0,1620.2575902122437
2015-10-11,1484.1805423019216,-1308.3360629908018,4226.9252861896775,1484.1805423019216,1484.1805423019216,-128.8448597538231,-128.8448597538231,-128.8448597538231,109.91027819084508,109.91027819084508,109.91027819084508,-238.75513794466818,-238.75513794466818,-238.75513794466818,0.0,0.0,0.0,1355.3356825480985
2015-10-12,1484.3618932922338,-1575.7122476705329,3953.919194821596,1484.3618932922338,1484.3618932922338,-279.51336212315385,-279.51336212315385,-279.51336212315385,-3.7825750410361927,-3.7825750410361927,-3.7825750410361927,-275.7307870821177,-275.7307870821177,-275.7307870821177,0.0,0.0,0.0,1204.84853116908
2015-10-13,1484.5432442825459,-1138.0945380757144,4156.630258771963,1484.5432442825459,1484.5432442825459,52.692907720501516,52.692907720501516,52.692907720501516,357.027473316018,357.027473316018,357.027473316018,-304.33456559551655,-304.33456559551655,-304.33456559551655,0.0,0.0,0.0,1537.2361520030474
2015-10-14,1484.7245952728579,-1793.1974121200974,3774.1479926812726,1484.7245952728579,1484.7245952728579,-406.6869684790609,-406.6869684790609,-406.6869684790609,-82.60149712453938,-82.60149712453938,-82.60149712453938,-324.08547135452153,-324.08547135452153,-324.08547135452153,0.0,0.0,0.0,1078.037626793797
2015-10-15,1484.9059463130066,-2355.0542423858205,3066.918798314182,1484.9059463130066,1484.9059463130066,-946.9447432990511,-946.9447432990511,-946.9447432990511,-612.3450728983161,-612.3450728983161,-612.3450728983161,-334.5996704007352,-334.5996704007352,-334.5996704007352,0.0,0.0,0.0,537.9612030139555
2015-10-16,1485.0872973531552,-1783.7275790254164,3807.3344780698653,1485.0872973531552,1485.0872973531552,-434.04247666024884,-434.04247666024884,-434.04247666024884,-98.44345581202039,-98.44345581202039,-98.44345581202039,-335.5990208482284,-335.5990208482284,-335.5990208482284,0.0,0.0,0.0,1051.0448206929063
2015-10-17,1485.268648393304,-1312.674704704036,4206.6696748330305,1485.268648393304,1485.268648393304,3.3162803850897142,3.3162803850897142,3.3162803850897142,330.2348493707542,330.2348493707542,330.2348493707542,-326.9185689856645,-326.9185689856645,-326.9185689856645,0.0,0.0,0.0,1488.5849287783935
2015-10-18,1485.4499994334524,-1494.0687820628227,3929.908082119315,1485.4499994334524,1485.4499994334524,-198.60252368680122,-198.60252368680122,-198.60252368680122,109.91027819059389,109.91027819059389,109.91027819059389,-308.5128018773951,-308.5128018773951,-308.5128018773951,0.0,0.0,0.0,1286.847475746651
2015-10-19,1485.631350473601,-1640.9741652818252,3815.017152532773,1485.631350473601,1485.631350473601,-284.24301974410827,-284.24301974410827,-284.24301974410827,-3.78257504092157,-3.78257504092157,-3.78257504092157,-280.46044470318674,-280.46044470318674,-280.46044470318674,0.0,0.0,0.0,1201.3883307294927
2015-10-20,1485.8127015137497,-1233.46196484435,4162.389882742873,1485.8127015137497,1485.8127015137497,114.05987186649442,114.05987186649442,114.05987186649442,357.0274733159014,357.0274733159014,357.0274733159014,-242.96760144940694,-242.96760144940694,-242.96760144940694,0.0,0.0,0.0,1599.8725733802441
2015-10-21,1485.9940525538984,-1443.7673933417566,4032.487006794997,1485.9940525538984,1485.9940525538984,-278.9705517891835,-278.9705517891835,-278.9705517891835,-82.60149712529964,-82.60149712529964,-82.60149712529964,-196.3690546638839,-196.3690546638839,-196.3690546638839,0.0,0.0,0.0,1207.023500764715
2015-10-22,1486.175403594047,-2088.1020727122263,3502.426652671291,1486.175403594047,1486.175403594047,-753.472636804589,-753.472636804589,-753.472636804589,-612.3450728981484,-612.3450728981484,-612.3450728981484,-141.12756390644066,-141.12756390644066,-141.12756390644066,0.0,0.0,0.0,732.7027667894581
2015-10-24,1486.5381056743443,-900.9816146852361,4575.10654105952,1486.5381056743443,1486.5381056743443,323.04739526051543,323.04739526051543,323.04739526051543,330.23484937084953,330.23484937084953,330.23484937084953,-7.187454110334097,-7.187454110334097,-7.187454110334097,0.0,0.0,0.0,1809.5855009348597
2015-10-25,1486.719456714493,-1074.462432520108,4411.493957911366,1486.719456714493,1486.719456714493,179.89270230985483,179.89270230985483,179.89270230985483,109.91027819103846,109.91027819103846,109.91027819103846,69.98242411881637,69.98242411881637,69.98242411881637,0.0,0.0,0.0,1666.6121590243479
2015-10-26,1486.9008077546416,-965.7302608329555,4399.542360461588,1486.9008077546416,1486.9008077546416,148.9721275572073,148.9721275572073,148.9721275572073,-3.7825750411412646,-3.7825750411412646,-3.7825750411412646,152.75470259834856,152.75470259834856,152.75470259834856,0.0,0.0,0.0,1635.872935311849
2015-10-27,1487.0821587947903,-612.8317924161529,4992.3082994123315,1487.0821587947903,1487.0821587947903,597.1416406828773,597.1416406828773,597.1416406828773,357.0274733158842,357.0274733158842,357.0274733158842,240.11416736699317,240.11416736699317,240.11416736699317,0.0,0.0,0.0,2084.223799477668
2015-10-28,1487.263509834939,-939.5185827175536,4342.89072653618,1487.263509834939,1487.263509834939,248.36675176206853,248.36675176206853,248.36675176206853,-82.60149712578593,-82.60149712578593,-82.60149712578593,330.9682488878545,330.9682488878545,330.9682488878545,0.0,0.0,0.0,1735.6302615970076
2015-10-29,1487.4448608750877,-1536.7097345299674,3847.2126426317263,1487.4448608750877,1487.4448608750877,-188.18212579189026,-188.18212579189026,-188.18212579189026,-612.3450728979808,-612.3450728979808,-612.3450728979808,424.16294710609054,424.16294710609054,424.16294710609054,0.0,0.0,0.0,1299.2627350831974
2015-10-31,1487.8075629553848,-337.60372842055125,5339.458883566973,1487.8075629553848,1487.8075629553848,942.9934316985862,942.9934316985862,942.9934316985862,330.23484937078354,330.23484937078354,330.23484937078354,612.7585823278029,612.7585823278029,612.7585823278029,0.0,0.0,0.0,2430.800994653971
2015-11-01,1487.9889139955335,-325.56069870132814,5044.5112881237055,1487.9889139955335,1487.9889139955335,815.6208296857908,815.6208296857908,815.6208296857908,109.91027819078731,109.91027819078731,109.91027819078731,705.7105514950035,705.7105514950035,705.7105514950035,0.0,0.0,0.0,2303.6097436813243
2015-11-02,1488.1702650356822,-524.1242748604294,5012.614042482621,1488.1702650356822,1488.1702650356822,792.3640753859501,792.3640753859501,792.3640753859501,-3.7825750410266847,-3.7825750410266847,-3.7825750410266847,796.1466504269767,796.1466504269767,796.1466504269767,0.0,0.0,0.0,2280.5343404216324
2015-11-03,1488.3516160758309,-25.659859212981953,5565.5522368124475,1488.3516160758309,1488.3516160758309,1239.9229633019268,1239.9229633019268,1239.9229633019268,357.02747331586716,357.02747331586716,357.02747331586716,882.8954899860598,882.8954899860598,882.8954899860598,0.0,0.0,0.0,2728.2745793777576
2015-11-04,1488.5329671159795,-295.53214991152475,5005.16594455003,1488.5329671159795,1488.5329671159795,882.2440436516109,882.2440436516109,882.2440436516109,-82.60149712654618,-82.60149712654618,-82.60149712654618,964.8455407781572,964.8455407781572,964.8455407781572,0.0,0.0,0.0,2370.7770107675906
2015-11-05,1488.7143181561282,-852.1150976183511,4670.802128550069,1488.7143181561282,1488.7143181561282,428.6210499507137,428.6210499507137,428.6210499507137,-612.3450728982417,-612.3450728982417,-612.3450728982417,1040.9661228489556,1040.9661228489556,1040.9661228489556,0.0,0.0,0.0,1917.335368106842
2015-11-07,1489.0770202364256,348.54563904831514,5613.05392020376,1489.0770202364256,1489.0770202364256,1502.35398757885,1502.35398757885,1502.35398757885,330.2348493707891,330.2348493707891,330.2348493707891,1172.1191382080608,1172.1191382080608,1172.1191382080608,0.0,0.0,0.0,2991.4310078152757
2015-11-08,1489.2583712765743,87.96602950477005,5572.073949559213,1489.2583712765743,1489.2583712765743,1335.5773626453438,1335.5773626453438,1335.5773626453438,109.91027819050402,109.91027819050402,109.91027819050402,1225.66708445484,1225.66708445484,1225.66708445484,0.0,0.0,0.0,2824.8357339219183
2015-11-09,1489.439722316723,79.92314310273224,5304.585138698291,1489.439722316723,1489.439722316723,1266.6650989382908,1266.6650989382908,1266.6650989382908,-3.7825750412463854,-3.7825750412463854,-3.7825750412463854,1270.447673979537,1270.447673979537,1270.447673979537,0.0,0.0,0.0,2756.104821255014
2015-11-10,1489.6210733568716,510.05860383404814,5960.72263874639,1489.6210733568716,1489.6210733568716,1663.126996669339,1663.126996669339,1663.126996669339,357.0274733159844,357.0274733159844,357.0274733159844,1306.0995233533545,1306.0995233533545,1306.0995233533545,0.0,0.0,0.0,3152.7480700262104
2015-11-11,1489.80242439702,17.231109828538703,5516.728039095102,1489.80242439702,1489.80242439702,1249.8305449569752,1249.8305449569752,1249.8305449569752,-82.60149712552166,-82.60149712552166,-82.60149712552166,1332.4320420824968,1332.4320420824968,1332.4320420824968,0.0,0.0,0.0,2739.6329693539956
2015-11-12,1489.9837754371688,-596.4266700723375,4957.963734404474,1489.9837754371688,1489.9837754371688,737.0855659052627,737.0855659052627,737.0855659052627,-612.3450728980742,-612.3450728980742,-612.3450728980742,1349.430638803337,1349.430638803337,1349.430638803337,0.0,0.0,0.0,2227.0693413424315
2015-11-14,1490.3464775174662,519.9054568964497,5808.41395179568,1490.3464775174662,1490.3464775174662,1686.4884268751268,1686.4884268751268,1686.4884268751268,330.23484937079456,330.23484937079456,330.23484937079456,1356.2535775043323,1356.2535775043323,1356.2535775043323,0.0,0.0,0.0,3176.8349043925928
2015-11-15,1490.5278285576148,89.27508410103252,5627.418975692904,1490.5278285576148,1490.5278285576148,1456.8346298871081,1456.8346298871081,1456.8346298871081,109.91027819025282,109.91027819025282,109.91027819025282,1346.9243516968552,1346.9243516968552,1346.9243516968552,0.0,0.0,0.0,2947.362458444723
2015-11-16,1490.7091795977633,225.84869578911898,5519.734477222236,1490.7091795977633,1490.7091795977633,1326.1557547614095,1326.1557547614095,1326.1557547614095,-3.7825750417614037,-3.7825750417614037,-3.7825750417614037,1329.9383298031707,1329.9383298031707,1329.9383298031707,0.0,0.0,0.0,2816.864934359173
2015-11-17,1490.890530637912,440.92005514624077,5782.240801868284,1490.890530637912,1490.890530637912,1663.1369221680923,1663.1369221680923,1663.1369221680923,357.02747331573335,357.02747331573335,357.02747331573335,1306.109448852359,1306.109448852359,1306.109448852359,0.0,0.0,0.0,3154.0274528060045
2015-11-18,1491.0718816780607,-58.5671253800229,5361.8739949806295,1491.0718816780607,1491.0718816780607,1193.7794517784223,1193.7794517784223,1193.7794517784223,-82.60149712600791,-82.60149712600791,-82.60149712600791,1276.38094890443,1276.38094890443,1276.38094890443,0.0,0.0,0.0,2684.851333456483
2015-11-19,1491.2532327182093,-798.1499853900275,4663.101985079362,1491.2532327182093,1491.2532327182093,629.460146796164,629.460146796164,629.460146796164,-612.3450728981662,-612.3450728981662,-612.3450728981662,1241.8052196943304,1241.8052196943304,1241.8052196943304,0.0,0.0,0.0,2120.7133795143736
2015-11-20,1491.434583758358,-153.67703362460554,5509.2258788673425,1491.434583758358,1491.434583758358,1105.077368690189,1105.077368690189,1105.077368690189,-98.44345581208718,-98.44345581208718,-98.44345581208718,1203.5208245022761,1203.5208245022761,1203.5208245022761,0.0,0.0,0.0,2596.511952448547
2015-11-21,1491.6159347985067,265.48975648507525,5690.584277968734,1491.6159347985067,1491.6159347985067,1492.962006848858,1492.962006848858,1492.962006848858,330.23484937081844,330.23484937081844,330.23484937081844,1162.7271574780393,1162.7271574780393,1162.7271574780393,0.0,0.0,0.0,2984.5779416473647
2015-11-22,1491.7972858386552,-72.22907348803498,5459.564671675905,1491.7972858386552,1491.7972858386552,1230.5675394142247,1230.5675394142247,1230.5675394142247,109.91027819072953,109.91027819072953,109.91027819072953,1120.6572612234952,1120.6572612234952,1120.6572612234952,0.0,0.0,0.0,2722.36482525288
2015-11-23,1491.9786368788039,-292.74005839361007,5300.290046382216,1491.9786368788039,1491.9786368788039,1074.7668161416464,1074.7668161416464,1074.7668161416464,-3.782575041646775,-3.782575041646775,-3.782575041646775,1078.5493911832932,1078.5493911832932,1078.5493911832932,0.0,0.0,0.0,2566.7454530204504
2015-11-24,1492.1599879189525,236.04978869012842,5603.651120593338,1492.1599879189525,1492.1599879189525,1394.645433752003,1394.645433752003,1394.645433752003,357.02747331595026,357.02747331595026,357.02747331595026,1037.617960436053,1037.617960436053,1037.617960436053,0.0,0.0,0.0,2886.8054216709556
2015-11-25,1492.3413389591012,-225.40210518560775,5152.55391731701,1492.3413389591012,1492.3413389591012,916.4230340596775,916.4230340596775,916.4230340596775,-82.60149712649421,-82.60149712649421,-82.60149712649421,999.0245311861718,999.0245311861718,999.0245311861718,0.0,0.0,0.0,2408.7643730187788
2015-11-26,1492.5227769479927,-800.3120953537856,4556.877465374555,1492.5227769479927,1492.5227769479927,351.50446346025655,351.50446346025655,351.50446346025655,-612.3450728980769,-612.3450728980769,-612.3450728980769,963.8495363583334,963.8495363583334,963.8495363583334,0.0,0.0,0.0,1844.0272404082493
2015-11-27,1492.7042149368842,-628.0253241781878,4948.871119289162,1492.7042149368842,1492.7042149368842,834.6219594724884,834.6219594724884,834.6219594724884,-98.44345581323098,-98.44345581323098,-98.44345581323098,933.0654152857194,933.0654152857194,933.0654152857194,0.0,0.0,0.0,2327.3261744093725
2015-11-28,1492.8856529257757,-9.762524703492172,5652.944722760133,1492.8856529257757,1492.8856529257757,1237.7466804273301,1237.7466804273301,1237.7466804273301,330.2348493707341,330.2348493707341,330.2348493707341,907.511831056596,907.511831056596,907.511831056596,0.0,0.0,0.0,2730.632333353106
2015-11-29,1493.0670909146672,-319.19158859110973,5309.3884940144335,1493.0670909146672,1493.0670909146672,997.7838817690607,997.7838817690607,997.7838817690607,109.91027819044625,109.91027819044625,109.91027819044625,887.8736035786143,887.8736035786143,887.8736035786143,0.0,0.0,0.0,2490.850972683728
2015-11-30,1493.2485289035587,-326.8513362182322,5034.002345402058,1493.2485289035587,1493.2485289035587,870.8793671878097,870.8793671878097,870.8793671878097,-3.782575041236927,-3.782575041236927,-3.782575041236927,874.6619422290465,874.6619422290465,874.6619422290465,0.0,0.0,0.0,2364.1278960913687
2015-12-01,1493.4299668924502,19.07336198295123,5297.275149164615,1493.4299668924502,1493.4299668924502,1225.2269692224136,1225.2269692224136,1225.2269692224136,357.02747331593315,357.02747331593315,357.02747331593315,868.1994959064805,868.1994959064805,868.1994959064805,0.0,0.0,0.0,2718.656936114864
2015-12-02,1493.611404881342,-225.03960761914936,4772.763946019273,1493.611404881342,1493.611404881342,786.0081605353099,786.0081605353099,786.0081605353099,-82.60149712574362,-82.60149712574362,-82.60149712574362,868.6096576610535,868.6096576610535,868.6096576610535,0.0,0.0,0.0,2279.6195654166518
2015-12-03,1493.7928428702335,-930.7616029453777,4314.053733303259,1493.7928428702335,1493.7928428702335,263.4653946454046,263.4653946454046,263.4653946454046,-612.345072898169,-612.345072898169,-612.345072898169,875.8104675435735,875.8104675435735,875.8104675435735,0.0,0.0,0.0,1757.258237515638
2015-12-04,1493.9742808591247,-430.2324475109452,5143.465901752938,1493.9742808591247,1493.9742808591247,791.0698971349058,791.0698971349058,791.0698971349058,-98.443455812814,-98.443455812814,-98.443455812814,889.5133529477197,889.5133529477197,889.5133529477197,0.0,0.0,0.0,2285.0441779940306
2015-12-05,1494.1557188480165,108.38274135285522,5588.862959742295,1494.1557188480165,1494.1557188480165,1239.4616822907085,1239.4616822907085,1239.4616822907085,330.23484937082947,330.23484937082947,330.23484937082947,909.2268329198789,909.2268329198789,909.2268329198789,0.0,0.0,0.0,2733.6174011387247
2015-12-06,1494.337156836908,-88.24494977862497,5340.667132538269,1494.337156836908,1494.337156836908,1044.1754725540793,1044.1754725540793,1044.1754725540793,109.91027819089082,109.91027819089082,109.91027819089082,934.2651943631885,934.2651943631885,934.2651943631885,0.0,0.0,0.0,2538.512629390987
2015-12-07,1494.5185948257995,-114.31885933583392,4945.935603651141,1494.5185948257995,1494.5185948257995,959.9794516098692,959.9794516098692,959.9794516098692,-3.782575041751902,-3.782575041751902,-3.782575041751902,963.7620266516212,963.7620266516212,963.7620266516212,0.0,0.0,0.0,2454.4980464356686
2015-12-08,1494.700032814691,93.62937612569398,5691.665670907288,1494.700032814691,1494.700032814691,1353.7158532502099,1353.7158532502099,1353.7158532502099,357.0274733160504,357.0274733160504,357.0274733160504,996.6883799341593,996.6883799341593,996.6883799341593,0.0,0.0,0.0,2848.415886064901
2015-12-09,1494.8814708035825,-524.2582000238779,5072.66413750751,1494.8814708035825,1494.8814708035825,949.2736973093337,949.2736973093337,949.2736973093337,-82.60149712595596,-82.60149712595596,-82.60149712595596,1031.8751944352896,1031.8751944352896,1031.8751944352896,0.0,0.0,0.0,2444.1551681129163
2015-12-10,1495.062908792474,-551.2285632391549,4623.786850219861,1495.062908792474,1495.062908792474,455.69446353636204,455.69446353636204,455.69446353636204,-612.3450728982609,-612.3450728982609,-612.3450728982609,1068.039536434623,1068.039536434623,1068.039536434623,0.0,0.0,0.0,1950.757372328836
2015-12-12,1495.4257847702572,326.76137625372263,5745.722457513454,1495.4257847702572,1495.4257847702572,1468.01398711203,1468.01398711203,1468.01398711203,330.2348493708351,330.2348493708351,330.2348493708351,1137.7791377411947,1137.7791377411947,1137.7791377411947,0.0,0.0,0.0,2963.4397718822875
2015-12-13,1495.6072227591487,55.25047955844702,5638.996327047256,1495.6072227591487,1495.6072227591487,1278.406906164598,1278.406906164598,1278.406906164598,109.91027819139953,109.91027819139953,109.91027819139953,1168.4966279731984,1168.4966279731984,1168.4966279731984,0.0,0.0,0.0,2774.0141289237467
2015-12-14,1495.78866074804,74.75066281441966,5692.098673072221,1495.78866074804,1495.78866074804,1190.7624126492244,1190.7624126492244,1190.7624126492244,-3.7825750414896544,-3.7825750414896544,-3.7825750414896544,1194.5449876907142,1194.5449876907142,1194.5449876907142,0.0,0.0,0.0,2686.551073397264
2015-12-15,1495.9700987369317,254.6993903037888,5661.509097199498,1495.9700987369317,1495.9700987369317,1571.5818732094688,1571.5818732094688,1571.5818732094688,357.02747331626733,357.02747331626733,357.02747331626733,1214.5543998932017,1214.5543998932017,1214.5543998932017,0.0,0.0,0.0,3067.5519719464005
2015-12-16,1496.1515367258232,6.951001559478595,5116.424251158148,1496.1515367258232,1496.1515367258232,1144.6398674028874,1144.6398674028874,1144.6398674028874,-82.60149712671621,-82.60149712671621,-82.60149712671621,1227.2413645296037,1227.2413645296037,1227.2413645296037,0.0,0.0,0.0,2640.7914041287104
2015-12-17,1496.3329747147147,-625.6474161350578,4715.60105945064,1496.3329747147147,1496.3329747147147,619.0967300299969,619.0967300299969,619.0967300299969,-612.3450728983531,-612.3450728983531,-612.3450728983531,1231.44180292835,1231.44180292835,1231.44180292835,0.0,0.0,0.0,2115.4297047447117
2015-12-19,1496.6958506924977,305.32954765164743,5867.426112638737,1496.6958506924977,1496.6958506924977,1540.7404840824465,1540.7404840824465,1540.7404840824465,330.2348493708588,330.2348493708588,330.2348493708588,1210.5056347115876,1210.5056347115876,1210.5056347115876,0.0,0.0,0.0,3037.436334774944
2015-12-20,1496.8772886813892,-49.388822496012985,5568.926089048341,1496.8772886813892,1496.8772886813892,1293.8093506359521,1293.8093506359521,1293.8093506359521,109.91027819111625,109.91027819111625,109.91027819111625,1183.899072444836,1183.899072444836,1183.899072444836,0.0,0.0,0.0,2790.6866393173414
2015-12-21,1497.0587266702807,74.41483645516318,5447.456123949334,1497.0587266702807,1497.0587266702807,1142.1268812385044,1142.1268812385044,1142.1268812385044,-3.7825750412273704,-3.7825750412273704,-3.7825750412273704,1145.9094562797318,1145.9094562797318,1145.9094562797318,0.0,0.0,0.0,2639.185607908785
2015-12-22,1497.2401646591725,408.5859565264485,5627.95041156844,1497.2401646591725,1497.2401646591725,1453.38735626653,1453.38735626653,1453.38735626653,357.02747331601626,357.02747331601626,357.02747331601626,1096.3598829505138,1096.3598829505138,1096.3598829505138,0.0,0.0,0.0,2950.627520925703
2015-12-23,1497.4216026480638,-426.501056935229,5402.762723323774,1497.4216026480638,1497.4216026480638,952.7168477052454,952.7168477052454,952.7168477052454,-82.60149712390687,-82.60149712390687,-82.60149712390687,1035.3183448291522,1035.3183448291522,1035.3183448291522,0.0,0.0,0.0,2450.138450353309
2015-12-24,1497.6030406369553,-819.0232317396435,4482.98277635043,1497.6030406369553,1497.6030406369553,350.75603296571666,350.75603296571666,350.75603296571666,-612.3450728980947,-612.3450728980947,-612.3450728980947,963.1011058638113,963.1011058638113,963.1011058638113,0.0,0.0,0.0,1848.359073602672
2015-12-26,1497.9659166147385,-204.98893676986637,5336.178104288235,1497.9659166147385,1497.9659166147385,1117.8599731915624,1117.8599731915624,1117.8599731915624,330.2348493709542,330.2348493709542,330.2348493709542,787.6251238206081,787.6251238206081,787.6251238206081,0.0,0.0,0.0,2615.825889806301
2015-12-27,1498.14735460363,-429.5094659518045,5173.014057117137,1498.14735460363,1498.14735460363,796.0988564879602,796.0988564879602,796.0988564879602,109.91027819086511,109.91027819086511,109.91027819086511,686.1885782970951,686.1885782970951,686.1885782970951,0.0,0.0,0.0,2294.2462110915903
2015-12-28,1498.3287925925215,-681.8973341879287,4874.355530403271,1498.3287925925215,1498.3287925925215,573.4044054660346,573.4044054660346,573.4044054660346,-3.7825750409651713,-3.7825750409651713,-3.7825750409651713,577.1869805069998,577.1869805069998,577.1869805069998,0.0,0.0,0.0,2071.733198058556
2015-12-29,1498.510230581413,-368.3819308831032,5068.848438428781,1498.510230581413,1498.510230581413,819.0531744411984,819.0531744411984,819.0531744411984,357.0274733161335,357.0274733161335,357.0274733161335,462.02570112506487,462.02570112506487,462.02570112506487,0.0,0.0,0.0,2317.5634050226113
2015-12-30,1498.6916685703045,-849.5940442276842,4516.904021361216,1498.6916685703045,1498.6916685703045,259.65833896195977,259.65833896195977,259.65833896195977,-82.6014971246671,-82.6014971246671,-82.6014971246671,342.2598360866269,342.2598360866269,342.2598360866269,0.0,0.0,0.0,1758.3500075322643
2015-12-31,1498.873106559196,-1527.0097113943727,3953.1926394520015,1498.873106559196,1498.873106559196,-392.7839954245896,-392.7839954245896,-392.7839954245896,-612.3450728981867,-612.3450728981867,-612.3450728981867,219.56107747359715,219.56107747359715,219.56107747359715,0.0,0.0,0.0,1106.0891111346064
2016-01-02,1499.235982536979,-981.659286073712,4559.970361515307,1499.235982536979,1499.235982536979,302.6496406845553,302.6496406845553,302.6496406845553,330.23484937086994,330.23484937086994,330.23484937086994,-27.585208686314584,-27.585208686314584,-27.585208686314584,0.0,0.0,0.0,1801.8856232215344
2016-01-03,1499.4174205258705,-1191.431642755274,4016.0477175262677,1499.4174205258705,1499.4174205258705,-38.532940665748896,-38.532940665748896,-38.532940665748896,109.91027819130964,109.91027819130964,109.91027819130964,-148.44321885705853,-148.44321885705853,-148.44321885705853,0.0,0.0,0.0,1460.8844798601217
2016-01-04,1499.5988585147622,-1359.409582151574,3869.371894376966,1499.5988585147622,1499.5988585147622,-268.9179310076684,-268.9179310076684,-268.9179310076684,-3.7825750414801407,-3.7825750414801407,-3.7825750414801407,-265.1353559661883,-265.1353559661883,-265.1353559661883,0.0,0.0,0.0,1230.6809275070939
2016-01-05,1499.7802965036537,-1224.7713063937942,4299.060781963283,1499.7802965036537,1499.7802965036537,-18.95520221852843,-18.95520221852843,-18.95520221852843,357.02747331611647,357.02747331611647,357.02747331611647,-375.9826755346449,-375.9826755346449,-375.9826755346449,0.0,0.0,0.0,1480.8250942851253
2016-01-06,1499.9617344925452,-1778.7684915314408,3430.670073689606,1499.9617344925452,1499.9617344925452,-562.0242916498175,-562.0242916498175,-562.0242916498175,-82.6014971251534,-82.6014971251534,-82.6014971251534,-479.4227945246642,-479.4227945246642,-479.4227945246642,0.0,0.0,0.0,937.9374428427277
2016-01-09,1500.5060484592198,-1683.9624161208192,3867.8734947721878,1500.5060484592198,1500.5060484592198,-401.91800211718794,-401.91800211718794,-401.91800211718794,330.2348493706425,330.2348493706425,330.2348493706425,-732.1528514878304,-732.1528514878304,-732.1528514878304,0.0,0.0,0.0,1098.5880463420317
2016-01-10,1500.6875108592535,-1629.2042623595753,3568.0289778829992,1500.6875108592535,1500.6875108592535,-683.9397351688295,-683.9397351688295,-683.9397351688295,109.91027819105847,109.91027819105847,109.91027819105847,-793.8500133598881,-793.8500133598881,-793.8500133598881,0.0,0.0,0.0,816.747775690424
2016-01-12,1501.0504356593208,-1744.0238296400357,3780.9570983549047,1501.0504356593208,1501.0504356593208,-522.9138224340335,-522.9138224340335,-522.9138224340335,357.0274733160993,357.0274733160993,357.0274733160993,-879.9412957501328,-879.9412957501328,-879.9412957501328,0.0,0.0,0.0,978.1366132252873
2016-01-13,1501.2318980593543,-2340.707641874506,3389.7884393675126,1501.2318980593543,1501.2318980593543,-986.7020755677152,-986.7020755677152,-986.7020755677152,-82.60149712563971,-82.60149712563971,-82.60149712563971,-904.1005784420754,-904.1005784420754,-904.1005784420754,0.0,0.0,0.0,514.5298224916392
2016-01-17,1501.9577476594889,-2094.7155563652204,3415.930721512814,1501.9577476594889,1501.9577476594889,-774.680579045622,-774.680579045622,-774.680579045622,109.91027819077522,109.91027819077522,109.91027819077522,-884.5908572363973,-884.5908572363973,-884.5908572363973,0.0,0.0,0.0,727.2771686138668
2016-01-19,1502.320672459556,-1508.6761268661776,4005.5639309580847,1502.320672459556,1502.320672459556,-461.64681346703276,-461.64681346703276,-461.64681346703276,357.02747331588307,357.02747331588307,357.02747331588307,-818.6742867829158,-818.6742867829158,-818.6742867829158,0.0,0.0,0.0,1040.673858992523
2016-01-23,1503.0465220596905,-1526.0658210938973,3834.4108990009813,1503.0465220596905,1503.0465220596905,-302.4982445909156,-302.4982445909156,-302.4982445909156,330.2348493708332,330.2348493708332,330.2348493708332,-632.7330939617488,-632.7330939617488,-632.7330939617488,0.0,0.0,0.0,1200.5482774687748
2016-01-24,1503.227984459724,-1862.7191816337565,3509.9420302345147,1503.227984459724,1503.227984459724,-475.0552581470693,-475.0552581470693,-475.0552581470693,109.91027819049198,109.91027819049198,109.91027819049198,-584.9655363375613,-584.9655363375613,-584.9655363375613,0.0,0.0,0.0,1028.1727263126547
